# MonteCarloResult saved 2026-02-12T10:54:28.593953
# n_shots = 1000
# mean_fidelity = 9.999995386049e-01
# std_fidelity = 6.854562281190e-07
# mean_infidelity = 4.613950688824e-07
# std_infidelity = 6.854562281190e-07
# mean_branch_XYZ = 1.441840209968e-12
# std_branch_XYZ = 2.139641902529e-12
# mean_branch_AL = 3.044721173370e-08
# std_branch_AL = 4.722960032604e-08
# mean_branch_LG = 1.704987063064e-12
# std_branch_LG = 2.534384817137e-12
# mean_branch_phase = 4.309447103215e-07
# std_branch_phase = 6.384103123156e-07
# columns: shot fidelity infidelity distance_sample branch_XYZ branch_AL branch_LG branch_phase
0	9.999995615719e-01	4.384281276915e-07	3.092998864832e+00	1.368930471887e-12	3.277003752152e-08	1.664070564242e-12	4.056550571689e-07
1	9.999997323233e-01	2.676766696075e-07	2.917037060795e+00	8.384056729748e-13	1.367153375026e-08	9.497779685131e-13	2.540033476736e-07
2	9.999999384779e-01	6.152210163535e-08	2.964751518791e+00	1.946239023372e-13	2.028933378393e-09	2.164361234238e-13	5.949275719693e-08
3	9.999999475645e-01	5.243546485900e-08	3.030656572916e+00	1.651430541648e-13	4.334919895120e-09	2.157181609255e-13	4.810016410267e-08
4	9.999994605672e-01	5.394327720065e-07	2.876833233144e+00	1.686300143059e-12	3.004243223652e-08	1.927651678946e-12	5.093867258182e-07
5	9.999996776515e-01	3.223485328663e-07	2.907910602963e+00	1.009027702308e-12	1.691746957944e-08	1.145995298741e-12	3.054289082638e-07
6	9.999992079498e-01	7.920502470560e-07	2.846404064290e+00	2.474061643684e-12	4.558421480779e-08	2.840038445737e-12	7.464607181481e-07
7	9.999999517833e-01	4.821666221844e-08	2.969909798547e+00	1.530284282944e-13	1.370055277602e-09	1.701359294729e-13	4.684628377648e-08
8	9.999999889711e-01	1.102886293403e-08	3.001096254009e+00	3.645498304658e-14	2.707493753768e-10	4.902636220714e-14	1.075802807730e-08
9	9.999996111899e-01	3.888100852389e-07	3.087825464033e+00	1.214128464047e-12	2.924188607397e-08	1.479306502080e-12	3.595655057300e-07
10	9.999994617419e-01	5.382580947622e-07	3.102454787377e+00	1.680441627438e-12	3.982584156416e-08	2.035361540289e-12	4.984285373948e-07
11	9.999994833175e-01	5.166825146619e-07	2.879815109769e+00	1.615336933751e-12	2.865422403582e-08	1.845603040445e-12	4.880248296861e-07
12	9.999996927874e-01	3.072126417702e-07	3.078403509124e+00	9.595458575422e-13	2.339824256760e-08	1.174969817778e-12	2.838122646870e-07
13	9.999991288584e-01	8.711416231710e-07	2.837635565831e+00	2.720630116500e-12	5.048680660409e-08	3.126059330444e-12	8.206489698775e-07
14	9.999996769059e-01	3.230941103549e-07	3.080342156596e+00	1.009085226222e-12	2.454017289657e-08	1.234245628176e-12	2.985516941275e-07
15	9.999979168661e-01	2.083133883501e-06	3.188785972701e+00	6.503680150068e-12	1.462810518275e-07	7.751831497712e-12	1.936838576162e-06
16	9.999998981427e-01	1.018572945988e-07	2.952152148910e+00	3.206702028128e-13	4.161283166562e-09	3.583135717620e-13	9.769533244844e-08
17	9.999991640033e-01	8.359967131888e-07	3.125649107736e+00	2.609709566931e-12	6.064344597862e-08	3.140292573715e-12	7.753475172080e-07
18	9.999999349812e-01	6.501876914644e-08	3.034849008444e+00	2.043519178336e-13	5.358013318098e-09	2.640158215026e-13	5.966028746060e-08
