# MonteCarloResult saved 2026-02-11T17:26:16.646822
# n_shots = 1000
# mean_fidelity = 9.951446737087e-01
# std_fidelity = 4.269288888123e-03
# mean_infidelity = 4.855326291339e-03
# std_infidelity = 4.269288888123e-03
# mean_branch_XYZ = 7.288747720804e-08
# std_branch_XYZ = 1.097624723873e-07
# mean_branch_AL = 1.541984047435e-03
# std_branch_AL = 2.311940778301e-03
# mean_branch_LG = 8.562400192579e-08
# std_branch_LG = 1.289178089955e-07
# mean_branch_phase = 3.313183732425e-03
# std_branch_phase = 2.024927782076e-03
# columns: shot fidelity infidelity detuning_sample distance_sample branch_XYZ branch_AL branch_LG branch_phase
0	9.921579111308e-01	7.842088869241e-03	1.181082733747e+06	2.956090823931e+00	1.724558914295e-07	3.638748066945e-03	2.026685964421e-07	4.202965677808e-03
1	9.950517135927e-01	4.948286407268e-03	-8.322302721864e+05	3.012466543461e+00	5.685437320133e-08	1.204656215650e-03	6.670724521072e-08	3.743506630000e-03
2	9.966425113456e-01	3.357488654378e-03	5.792686041259e+05	2.990150294039e+00	4.779333804453e-08	1.013149175642e-03	5.621537144238e-08	2.344235470027e-03
3	9.956754994508e-01	4.324500549201e-03	-7.418775338798e+05	2.917226613539e+00	4.371192169303e-08	9.277226907923e-04	5.128105302400e-08	3.396682865434e-03
4	9.921955514594e-01	7.804448540592e-03	1.178940394858e+06	3.002150829666e+00	1.715862566727e-07	3.620445305566e-03	2.016479336265e-07	4.183630000836e-03
5	9.851440172608e-01	1.485598273923e-02	1.745392716144e+06	3.012040782131e+00	3.599925140437e-07	7.588495383906e-03	4.229440174909e-07	7.266704418792e-03
6	9.973190509054e-01	2.680949094622e-03	4.141720989662e+05	2.923746686496e+00	2.743824509484e-08	5.844219474693e-04	3.229334738616e-08	2.096467415560e-03
7	9.965619329271e-01	3.438067072880e-03	-5.811148465286e+05	2.955531218312e+00	2.501424180266e-08	5.337691730715e-04	2.934085665942e-08	2.904243544710e-03
8	9.978086763294e-01	2.191323670562e-03	2.267628419908e+05	2.715591350602e+00	1.142926815373e-08	2.472168362681e-04	1.347076994845e-08	1.944081934256e-03
9	9.826729711988e-01	1.732702880119e-02	-1.921598690307e+06	3.100861889903e+00	3.384543242373e-07	7.138031606228e-03	3.973097866172e-07	1.018826143085e-02
10	9.948592019974e-01	5.140798002641e-03	8.732977798540e+05	3.036092560475e+00	9.860091062071e-08	2.083261569796e-03	1.159108330884e-07	3.057321921101e-03
11	9.950700991975e-01	4.929900802532e-03	8.501226440095e+05	3.188086126923e+00	9.300914386876e-08	1.965543078132e-03	1.093450992868e-07	2.964155370157e-03
12	9.971612389174e-01	2.838761082550e-03	-4.328013179813e+05	3.140829794499e+00	1.260326412864e-08	2.723143038326e-04	1.478538249201e-08	2.566419390071e-03
13	9.918537251059e-01	8.146274894063e-03	1.205542931914e+06	2.772041468844e+00	1.801450631834e-07	3.800646513987e-03	2.116978934446e-07	4.345236537120e-03
14	9.977326464310e-01	2.267353569010e-03	2.660993845610e+05	2.840510759924e+00	1.406916421232e-08	3.028387826041e-04	1.657662080088e-08	1.964484140621e-03
15	9.935466127478e-01	6.453387252177e-03	-1.033201997367e+06	2.825704490775e+00	9.060732632504e-08	1.915779942856e-03	1.063219185405e-07	4.537410380075e-03
16	9.965335632659e-01	3.466436734078e-03	-5.839109070878e+05	3.018298220079e+00	2.542584201343e-08	5.424585460269e-04	2.982503383213e-08	2.923922937175e-03
17	9.936045801498e-01	6.395419850169e-03	1.035137268517e+06	3.173055571899e+00	1.336753403468e-07	2.822037684465e-03	1.571181536800e-07	3.573091372210e-03
18	9.962612934061e-01	3.738706593912e-03	6.556613476267e+05	3.064341939354e+00	5.895357017713e-08	1.248226158451e-03	6.933040605717e-08	2.490352151485e-03
19	9.979921414784e-01	2.007858521577e-03	3.378611359665e+04	3.317621869311e+00	1.573049381541e-09	3.985421714524e-05	1.886727837219e-09	1.968000844654e-03
