# MonteCarloResult saved 2026-02-12T11:47:25.603371
# n_shots = 1000
# mean_fidelity = 9.949542588675e-01
# std_fidelity = 2.924485357036e-03
# mean_infidelity = 5.045741132505e-03
# std_infidelity = 2.924485357036e-03
# mean_branch_XYZ = 1.615852335069e-08
# std_branch_XYZ = 2.112522390803e-08
# mean_branch_AL = 4.207201558044e-04
# std_branch_AL = 4.433301427131e-04
# mean_branch_LG = 1.934741617663e-08
# std_branch_LG = 2.475444215115e-08
# mean_branch_phase = 4.624985470761e-03
# std_branch_phase = 2.487620061774e-03
# columns: shot fidelity infidelity detuning_sample distance_sample branch_XYZ branch_AL branch_LG branch_phase
0	9.933480985988e-01	6.651901401213e-03	1.181082733747e+06	2.956090823931e+00	3.320214962512e-08	7.733811539390e-04	3.946087808988e-08	5.878447584246e-03
1	9.945870508592e-01	5.412949140840e-03	-8.322302721864e+05	3.012466543461e+00	1.443697253975e-08	3.885000541681e-04	1.721930281419e-08	5.024417430397e-03
2	9.961688089091e-01	3.831191090861e-03	5.792686041259e+05	2.990150294039e+00	1.052898126403e-08	2.998288151709e-04	1.282962609315e-08	3.531338917083e-03
3	9.950680326897e-01	4.931967310308e-03	-7.418775338798e+05	2.917226613539e+00	1.139431472466e-08	3.241699699566e-04	1.366960158592e-08	4.607772276435e-03
4	9.933722095136e-01	6.627790486446e-03	1.178940394858e+06	3.002150829666e+00	3.296966800818e-08	7.684952399155e-04	3.918739038436e-08	5.859223089472e-03
5	9.889528967468e-01	1.104710325321e-02	1.745392716144e+06	3.012040782131e+00	6.541004261623e-08	1.447383779530e-03	7.725005663069e-08	9.599576813579e-03
6	9.965835707369e-01	3.416429263109e-03	4.141720989662e+05	2.923746686496e+00	6.749284861745e-09	2.212015043421e-04	8.382809169213e-09	3.195212626673e-03
7	9.957501937846e-01	4.249806215354e-03	-5.811148465286e+05	2.955531218312e+00	7.226602320233e-09	2.358486504283e-04	8.809423281233e-09	4.013941528900e-03
8	9.968698073494e-01	3.130192650618e-03	2.267628419908e+05	2.715591350602e+00	3.762714066976e-09	1.593612474712e-04	4.863575718902e-09	2.970822776857e-03
9	9.849962483271e-01	1.500375167295e-02	-1.921598690307e+06	3.100861889903e+00	8.285664003131e-08	1.831199597471e-03	9.720509928929e-08	1.317237201374e-02
10	9.950518687802e-01	4.948131219753e-03	8.732977798540e+05	3.036092560475e+00	1.982938429739e-08	4.938443011845e-04	2.375865546248e-08	4.454243330529e-03
11	9.951839614594e-01	4.816038540645e-03	8.501226440095e+05	3.188086126923e+00	1.859529861991e-08	4.679794956480e-04	2.230662503574e-08	4.348018143073e-03
12	9.962129286802e-01	3.787071319767e-03	-4.328013179813e+05	3.140829794499e+00	4.558408973085e-09	1.790552519140e-04	5.700596814726e-09	3.608005808847e-03
13	9.931546281383e-01	6.845371861734e-03	1.205542931914e+06	2.772041468844e+00	3.483143380304e-08	8.075355649808e-04	4.137524047848e-08	6.037760090079e-03
14	9.968268266442e-01	3.173173355759e-03	2.660993845610e+05	2.840510759924e+00	4.239197040302e-09	1.691692191299e-04	5.425087679767e-09	3.003994472345e-03
15	9.934386033135e-01	6.561396686474e-03	-1.033201997367e+06	2.825704490775e+00	2.204085118331e-08	5.492351637807e-04	2.610078858417e-08	6.012113381054e-03
16	9.957267841883e-01	4.273215811695e-03	-5.839109070878e+05	3.018298220079e+00	7.354111579678e-09	2.385273685419e-04	8.957238963428e-09	4.034672131802e-03
17	9.942611792991e-01	5.738820700946e-03	1.035137268517e+06	3.173055571899e+00	2.591666737508e-08	6.209379376956e-04	3.090497266021e-08	5.117825941610e-03
18	9.959313343985e-01	4.068665601509e-03	6.556613476267e+05	3.064341939354e+00	1.253400039363e-08	3.415788523814e-04	1.518610225308e-08	3.727059029025e-03
19	9.969246624862e-01	3.075337513768e-03	3.378611359665e+04	3.317621869311e+00	1.840973149351e-09	1.197342245090e-04	2.575044120603e-09	2.955598873242e-03
