# MonteCarloResult saved 2026-02-10T12:41:07.075568
# n_shots = 500
# mean_fidelity = 9.974220106749e-01
# std_fidelity = 3.597876617158e-03
# mean_infidelity = 2.577989325115e-03
# std_infidelity = 3.597876617158e-03
# mean_branch_XYZ = 6.422910982353e-08
# std_branch_XYZ = 8.972678100253e-08
# mean_branch_AL = 1.351748845855e-03
# std_branch_AL = 1.888171186090e-03
# mean_branch_LG = 7.535806380641e-08
# std_branch_LG = 1.052738958313e-07
# mean_branch_phase = 1.226100892086e-03
# std_branch_phase = 1.709592449737e-03
# columns: shot fidelity infidelity detuning_sample branch_XYZ branch_AL branch_LG branch_phase
0	9.997378076982e-01	2.621923018118e-04	2.488972041868e+05	6.553058280646e-09	1.373033267891e-04	7.689194506263e-09	1.248747327699e-04
1	9.969963294040e-01	3.003670595970e-03	-8.494736712840e+05	7.456984843974e-08	1.571458975923e-03	8.748824291815e-08	1.432049561956e-03
2	9.984052674102e-01	1.594732589772e-03	6.129791105420e+05	3.985705020043e-08	8.372974670564e-04	4.676477025169e-08	7.573485008951e-04
3	9.974916372885e-01	2.508362711532e-03	7.682665128425e+05	6.271160306079e-08	1.317887404859e-03	7.357975754493e-08	1.190339015313e-03
4	9.895577855815e-01	1.044221441853e-02	-1.593633032048e+06	2.585142526262e-07	5.444667211331e-03	3.033026661078e-07	4.996985390278e-03
5	9.953063216533e-01	4.693678346653e-03	-1.063638568828e+06	1.164401810148e-07	2.453195249055e-03	1.366128634401e-07	2.240230044553e-03
6	9.999538226600e-01	4.617733999068e-05	1.044218425698e+05	1.156831608921e-09	2.409062644787e-05	1.357567598301e-09	2.208419914361e-05
7	9.997202179595e-01	2.797820404783e-04	-2.583114052633e+05	6.952051104645e-09	1.469383739845e-04	8.155929437601e-09	1.328285585132e-04
8	9.999992294426e-01	7.705574458505e-07	-1.372342217669e+04	1.849795087781e-11	4.219044110566e-07	2.167091052606e-11	3.486128659326e-07
9	9.979746661075e-01	2.025333892465e-03	-6.967782993742e+05	5.030497662757e-08	1.060406032838e-03	5.901941447188e-08	9.648185352363e-04
10	9.978081928204e-01	2.191807179639e-03	7.183046565268e+05	5.479134341425e-08	1.151329631717e-03	6.428701701789e-08	1.040358469562e-03
11	9.982866241311e-01	1.713375868851e-03	6.353114118949e+05	4.282410120092e-08	8.996840737985e-04	5.024598218155e-08	8.135987249695e-04
12	9.999876431133e-01	1.235688674561e-05	5.393480413613e+04	3.109284585964e-10	6.411351802227e-06	3.649563946034e-10	5.944859058533e-06
13	9.963926814593e-01	3.607318540679e-03	9.207465006050e+05	9.021905605768e-08	1.896399292064e-03	1.058538481428e-07	1.710723175710e-03
14	9.993822894540e-01	6.177105460177e-04	3.818682179269e+05	1.543452139111e-08	3.238905007253e-04	1.810991379059e-08	2.937865008572e-04
15	9.979450328788e-01	2.054967121214e-03	-7.018821910566e+05	5.104026105874e-08	1.075893282564e-03	5.988208766011e-08	9.789629163014e-04
16	9.996159226818e-01	3.840773182278e-04	3.012008361126e+05	9.597650655007e-09	2.012497214272e-04	1.126146687524e-08	1.828067376831e-04
17	9.974440576448e-01	2.555942355172e-03	-7.832288189491e+05	6.346782356130e-08	1.337642817871e-03	7.446275124016e-08	1.218161606726e-03
18	9.978129284782e-01	2.187071521799e-03	7.175305834140e+05	5.467286888321e-08	1.148838253950e-03	6.414801227080e-08	1.038114446968e-03
19	9.999930655714e-01	6.934428644967e-06	-4.078018754633e+04	1.706298880025e-10	3.689508919812e-06	2.000885369118e-10	3.244549006730e-06
20	9.999043703081e-01	9.562969191168e-05	-1.509981832421e+05	2.373803775407e-09	5.032492547412e-05	2.784703935836e-09	4.529960792985e-05
21	9.987070532847e-01	1.292946715346e-03	-5.561928461210e+05	3.212549050085e-08	6.774588676293e-04	3.769035387345e-08	6.154180318722e-04
22	9.957543789588e-01	4.245621041203e-03	9.985889909549e+05	1.062033830391e-07	2.232591207437e-03	1.246079828732e-07	2.012799022401e-03
23	9.999331923744e-01	6.680762564326e-05	-1.262218582639e+05	1.657403205690e-09	3.518753299328e-05	1.944240655953e-09	3.161649100612e-05
24	9.994871592174e-01	5.128407826045e-04	-3.498642002533e+05	1.274540962640e-08	2.690866442409e-04	1.495285175505e-08	2.437264401022e-04
25	9.996531864939e-01	3.468135060549e-04	-2.876276455770e+05	8.618464945850e-09	1.820805798207e-04	1.011100226986e-08	1.647141967670e-04
26	9.991988455353e-01	8.011544646590e-04	4.347976429609e+05	2.001842657359e-08	4.202298501362e-04	2.348821806157e-08	3.808811078782e-04
27	9.996227865985e-01	3.772134014873e-04	2.984998608551e+05	9.426188000134e-09	1.976478526261e-04	1.106028747343e-08	1.795450623857e-04
28	9.995187214567e-01	4.812785432804e-04	3.371258125266e+05	1.202587784232e-08	2.522644415841e-04	1.411053159267e-08	2.289879652868e-04
29	9.994755556957e-01	5.244443043452e-04	3.519006654961e+05	1.310429127208e-08	2.749237213775e-04	1.537584229798e-08	2.494921028341e-04
30	9.869090931173e-01	1.309090688268e-02	1.749327936063e+06	3.280796004845e-07	6.899945302837e-03	3.849307365119e-07	6.190248569504e-03
31	9.995382078279e-01	4.617921721349e-04	-3.319655117434e+05	1.147657864141e-08	2.423395799324e-04	1.346421956649e-08	2.194276514043e-04
32	9.992670743393e-01	7.329256607432e-04	-4.184070785715e+05	1.821478440736e-08	3.843607415472e-04	2.136971700301e-08	3.485253346946e-04
33	9.981560333231e-01	1.843966676874e-03	-6.647010304364e+05	4.580428558318e-08	9.656062990068e-04	5.373897654392e-08	8.782608346048e-04
34	9.989265829415e-01	1.073417058461e-03	5.031406714687e+05	2.682318616869e-08	5.632691627212e-04	3.147222755381e-08	5.100896003256e-04
35	9.963815530967e-01	3.618446903336e-03	9.221604758388e+05	9.049768844771e-08	1.902259532958e-03	1.061807630559e-07	1.715990691927e-03
36	9.999637007419e-01	3.629925813153e-05	-9.307388892459e+04	8.993415860138e-10	1.915298925773e-05	1.054920652202e-09	1.714431461157e-05
37	9.980351118191e-01	1.964888180877e-03	-6.862516481318e+05	4.880508275551e-08	1.028813590406e-03	5.725966282328e-08	9.359685257251e-04
38	9.981074123338e-01	1.892587666240e-03	-6.734478738620e+05	4.701091027696e-08	9.910222267999e-04	5.515464915011e-08	9.014632738807e-04
39	9.988022702686e-01	1.197729731437e-03	5.314133559042e+05	2.993072662549e-08	6.285981730375e-04	3.511829060693e-08	5.690665093819e-04
40	9.984357871402e-01	1.564212859787e-03	6.071004794407e+05	3.909385050810e-08	8.212503895244e-04	4.586931530703e-08	7.428775070971e-04
41	9.991658073804e-01	8.341926195926e-04	4.436560593591e+05	2.084407062474e-08	4.375839278416e-04	2.445694596041e-08	3.965633907344e-04
42	9.987647481780e-01	1.235251821963e-03	-5.435977059008e+05	3.069278231118e-08	6.472755799010e-04	3.600943480153e-08	5.879095398447e-04
43	9.998478264910e-01	1.521735090237e-04	1.896326398185e+05	3.804991939378e-09	7.961418111759e-05	4.464808235952e-09	7.255105810598e-05
44	9.999615192104e-01	3.848078958246e-05	9.531061300142e+04	9.644382616340e-10	2.006385287563e-05	1.131813279179e-09	1.841484045529e-05
45	9.998649748596e-01	1.350251403888e-04	1.786279271160e+05	3.376641613187e-09	7.062627150080e-05	3.962207483131e-09	6.439153003887e-05
46	9.978478555877e-01	2.152144412322e-03	7.117953042015e+05	5.379908983663e-08	1.130463785710e-03	6.312281782249e-08	1.021563704704e-03
47	9.998588480817e-01	1.411519183149e-04	1.826359946855e+05	3.529684172687e-09	7.383731901702e-05	4.141778713736e-09	6.730692783497e-05
48	9.986954672273e-01	1.304532772674e-03	5.545461641640e+05	3.260082680511e-08	6.847337513808e-04	3.825110331741e-08	6.197281693628e-04
49	9.999870588417e-01	1.294115827066e-05	5.519953614311e+04	3.255610073473e-10	6.716217013805e-06	3.821277930272e-10	6.224233568058e-06
